Location,Household Type,TimeFrame,DataFormat,Data,Fips
Brooklyn,Families without Children,2019,Dollars,79400,36047
Brooklyn,Families without Children,2016,Dollars,70020.05093,36047
Brooklyn,All Households,2017,Dollars,59386.87812,36047
Brooklyn,Families,2017,Dollars,68499.01247,36047
Brooklyn,Families with Children,2017,Dollars,60109.63296,36047
Brooklyn,Families without Children,2017,Dollars,75020.49307,36047
Brooklyn,Families with Children,2016,Dollars,59553.90492,36047
Brooklyn,Families,2016,Dollars,66040.91256,36047
Brooklyn,All Households,2016,Dollars,58754.88115,36047
Brooklyn,Families without Children,2015,Dollars,66839.81083,36047
Brooklyn,Families with Children,2015,Dollars,54168.95099,36047
Brooklyn,Families,2015,Dollars,61225.22356,36047
Brooklyn,All Households,2015,Dollars,55186.54772,36047
Brooklyn,Families without Children,2014,Dollars,64680.60293,36047
Brooklyn,Families with Children,2014,Dollars,50621.57623,36047
Brooklyn,Families,2014,Dollars,58594.77175,36047
Brooklyn,All Households,2014,Dollars,51849.55211,36047
Brooklyn,Families without Children,2013,Dollars,66056.23796,36047
Brooklyn,Families with Children,2013,Dollars,49834.30949,36047
Brooklyn,Families,2013,Dollars,58183.26569,36047
Brooklyn,All Households,2013,Dollars,52237.31387,36047
Brooklyn,Families without Children,2012,Dollars,62461.07111,36047
Brooklyn,Families with Children,2012,Dollars,47300.67111,36047
Brooklyn,Families,2012,Dollars,56266.39111,36047
Brooklyn,All Households,2012,Dollars,50456.57778,36047
Brooklyn,Families without Children,2011,Dollars,61466.90015,36047
Brooklyn,Families with Children,2011,Dollars,47779.61573,36047
Brooklyn,Families,2011,Dollars,55732.25265,36047
Brooklyn,All Households,2011,Dollars,48702.35401,36047
Brooklyn,Families without Children,2010,Dollars,60088.41292,36047
Brooklyn,Families with Children,2010,Dollars,48834.5412,36047
Brooklyn,Families,2010,Dollars,54842.79494,36047
Brooklyn,Families without Children,2009,Dollars,64175.8106,36047
Brooklyn,All Households,2010,Dollars,49521.97097,36047
Brooklyn,Families with Children,2009,Dollars,51950.31091,36047
Brooklyn,Families,2009,Dollars,58327.63801,36047
Brooklyn,All Households,2009,Dollars,51560.91053,36047
Brooklyn,Families without Children,2008,Dollars,62343.30541,36047
Brooklyn,Families with Children,2008,Dollars,53144.46886,36047
Brooklyn,All Households,2008,Dollars,51633.94562,36047
Brooklyn,Families,2008,Dollars,58567.59248,36047
Brooklyn,Families without Children,2007,Dollars,64559.98523,36047
Brooklyn,Families with Children,2007,Dollars,51316.97472,36047
Brooklyn,Families,2007,Dollars,59034.85391,36047
Brooklyn,All Households,2007,Dollars,51179.77347,36047
Brooklyn,Families without Children,2006,Dollars,65321.86023,36047
Brooklyn,Families,2006,Dollars,58309.19818,36047
Brooklyn,Families with Children,2006,Dollars,51379.15766,36047
Brooklyn,All Households,2006,Dollars,51343.56685,36047
Brooklyn,Families without Children,2005,Dollars,62659.88846,36047
Brooklyn,Families with Children,2005,Dollars,51342.5793,36047
Brooklyn,Families,2005,Dollars,56859.50505,36047
Brooklyn,All Households,2005,Dollars,48990.93064,36047
Williamsburg/Greenpoint,All Households,2005,Dollars,39966.21645,301
Williamsburg/Greenpoint,Families,2005,Dollars,43867.69606,301
Williamsburg/Greenpoint,Families with Children,2005,Dollars,37203.81666,301
Williamsburg/Greenpoint,Families without Children,2005,Dollars,52652.25863,301
Williamsburg/Greenpoint,All Households,2006,Dollars,41065.44733,301
Williamsburg/Greenpoint,Families,2006,Dollars,44909.25557,301
Williamsburg/Greenpoint,Families with Children,2006,Dollars,29148.87914,301
Williamsburg/Greenpoint,Families without Children,2006,Dollars,57719.40749,301
Williamsburg/Greenpoint,All Households,2007,Dollars,50475.22653,301
Williamsburg/Greenpoint,Families with Children,2007,Dollars,44507.59028,301
Williamsburg/Greenpoint,Families,2007,Dollars,48443.16481,301
Williamsburg/Greenpoint,Families without Children,2007,Dollars,51726.10637,301
Williamsburg/Greenpoint,All Households,2008,Dollars,49098.55201,301
Williamsburg/Greenpoint,Families,2008,Dollars,48505.76984,301
Williamsburg/Greenpoint,Families with Children,2008,Dollars,44527.70155,301
Williamsburg/Greenpoint,Families without Children,2008,Dollars,50324.58742,301
Williamsburg/Greenpoint,Families,2009,Dollars,40779.5368,301
Williamsburg/Greenpoint,All Households,2009,Dollars,46861.82741,301
Williamsburg/Greenpoint,Families with Children,2009,Dollars,33292.53807,301
Williamsburg/Greenpoint,Families without Children,2009,Dollars,52788.83566,301
Williamsburg/Greenpoint,All Households,2010,Dollars,49210.57116,301
Williamsburg/Greenpoint,Families,2010,Dollars,48433.83427,301
Williamsburg/Greenpoint,Families with Children,2010,Dollars,42312.77154,301
Williamsburg/Greenpoint,All Households,2011,Dollars,53545.02118,301
Williamsburg/Greenpoint,Families without Children,2010,Dollars,65290.55243,301
Williamsburg/Greenpoint,Families,2011,Dollars,39107.01513,301
Williamsburg/Greenpoint,Families with Children,2011,Dollars,31063.24357,301
Williamsburg/Greenpoint,Families without Children,2011,Dollars,50600.23298,301
Williamsburg/Greenpoint,All Households,2012,Dollars,56110.21333,301
Williamsburg/Greenpoint,Families,2012,Dollars,41635.88,301
Williamsburg/Greenpoint,Families with Children,2012,Dollars,33832.56889,301
Williamsburg/Greenpoint,Families without Children,2012,Dollars,52542.66667,301
Williamsburg/Greenpoint,All Households,2013,Dollars,57622.63796,301
Williamsburg/Greenpoint,Families,2013,Dollars,54546.88029,301
Williamsburg/Greenpoint,Families with Children,2013,Dollars,51553.56788,301
Williamsburg/Greenpoint,Families without Children,2013,Dollars,58419.60876,301
Williamsburg/Greenpoint,All Households,2014,Dollars,62499.21619,301
Williamsburg/Greenpoint,Families,2014,Dollars,57429.49182,301
Williamsburg/Greenpoint,Families with Children,2014,Dollars,45418.8932,301
Williamsburg/Greenpoint,Families without Children,2014,Dollars,69635.74505,301
Williamsburg/Greenpoint,All Households,2015,Dollars,72415.5503,301
Williamsburg/Greenpoint,Families,2015,Dollars,70206.62081,301
Williamsburg/Greenpoint,Families with Children,2015,Dollars,62634.53568,301
Williamsburg/Greenpoint,Families without Children,2015,Dollars,71286.80567,301
Williamsburg/Greenpoint,All Households,2016,Dollars,74245.28862,301
Williamsburg/Greenpoint,Families,2016,Dollars,61966.95671,301
Williamsburg/Greenpoint,Families with Children,2016,Dollars,58071.98217,301
Williamsburg/Greenpoint,Families without Children,2016,Dollars,64284.12564,301
Williamsburg/Greenpoint,Families,2017,Dollars,64583.82964,301
Williamsburg/Greenpoint,All Households,2017,Dollars,79897.26316,301
Williamsburg/Greenpoint,All Households,2018,Dollars,82119.3537,301
Williamsburg/Greenpoint,Families without Children,2017,Dollars,77976.17452,301
Williamsburg/Greenpoint,Families with Children,2017,Dollars,52866.44044,301
Williamsburg/Greenpoint,Families without Children,2019,Dollars,88784,301
Williamsburg/Greenpoint,Families with Children,2019,Dollars,74327,301
Williamsburg/Greenpoint,Families,2019,Dollars,81507,301
Williamsburg/Greenpoint,All Households,2019,Dollars,98284,301
Williamsburg/Greenpoint,Families without Children,2018,Dollars,80929.17388,301
Williamsburg/Greenpoint,Families with Children,2018,Dollars,56022.95565,301
Williamsburg/Greenpoint,Families,2018,Dollars,72051.18578,301
Fort Greene/Brooklyn Hts,Families,2018,Dollars,140933.9886,302
Fort Greene/Brooklyn Hts,Families with Children,2018,Dollars,166659.7918,302
Fort Greene/Brooklyn Hts,Families without Children,2018,Dollars,122254.5795,302
Fort Greene/Brooklyn Hts,All Households,2019,Dollars,111546,302
Fort Greene/Brooklyn Hts,Families,2019,Dollars,140272,302
Fort Greene/Brooklyn Hts,Families with Children,2019,Dollars,190541,302
Fort Greene/Brooklyn Hts,Families without Children,2019,Dollars,127884,302
Fort Greene/Brooklyn Hts,Families with Children,2017,Dollars,154513.097,302
Fort Greene/Brooklyn Hts,Families without Children,2017,Dollars,117573.3366,302
Fort Greene/Brooklyn Hts,All Households,2018,Dollars,110405.7234,302
Fort Greene/Brooklyn Hts,All Households,2017,Dollars,96536.2687,302
Fort Greene/Brooklyn Hts,Families,2017,Dollars,129803.8504,302
Fort Greene/Brooklyn Hts,Families without Children,2016,Dollars,103027.1902,302
Fort Greene/Brooklyn Hts,Families with Children,2016,Dollars,121349.3379,302
Fort Greene/Brooklyn Hts,Families,2016,Dollars,113069.3209,302
Fort Greene/Brooklyn Hts,All Households,2016,Dollars,92672.90747,302
Fort Greene/Brooklyn Hts,Families without Children,2015,Dollars,107947.2657,302
Fort Greene/Brooklyn Hts,Families with Children,2015,Dollars,120496.1866,302
Fort Greene/Brooklyn Hts,Families,2015,Dollars,114581.6079,302
Fort Greene/Brooklyn Hts,All Households,2015,Dollars,93506.6724,302
Fort Greene/Brooklyn Hts,Families without Children,2014,Dollars,103410.4867,302
Fort Greene/Brooklyn Hts,Families with Children,2014,Dollars,121553.3979,302
Fort Greene/Brooklyn Hts,Families,2014,Dollars,109149.3282,302
Fort Greene/Brooklyn Hts,All Households,2014,Dollars,91415.02153,302
Fort Greene/Brooklyn Hts,Families without Children,2013,Dollars,86906.09343,302
Fort Greene/Brooklyn Hts,Families with Children,2013,Dollars,107378.8993,302
Fort Greene/Brooklyn Hts,Families,2013,Dollars,94505.34745,302
Fort Greene/Brooklyn Hts,All Households,2013,Dollars,83588.49635,302
Fort Greene/Brooklyn Hts,Families without Children,2012,Dollars,118617.0222,302
Fort Greene/Brooklyn Hts,Families with Children,2012,Dollars,87252.06222,302
Fort Greene/Brooklyn Hts,Families,2012,Dollars,101170.8489,302
Fort Greene/Brooklyn Hts,All Households,2012,Dollars,84493.29333,302
Fort Greene/Brooklyn Hts,Families without Children,2011,Dollars,72088.64297,302
Fort Greene/Brooklyn Hts,Families with Children,2011,Dollars,89609.27837,302
Fort Greene/Brooklyn Hts,Families,2011,Dollars,80468.47352,302
Fort Greene/Brooklyn Hts,All Households,2011,Dollars,70680.61271,302
Fort Greene/Brooklyn Hts,Families without Children,2010,Dollars,81506.84457,302
Fort Greene/Brooklyn Hts,Families with Children,2010,Dollars,133208.6142,302
Fort Greene/Brooklyn Hts,Families,2010,Dollars,101862.9916,302
Fort Greene/Brooklyn Hts,All Households,2010,Dollars,84362.3221,302
Fort Greene/Brooklyn Hts,Families without Children,2009,Dollars,111266.9781,302
Fort Greene/Brooklyn Hts,Families with Children,2009,Dollars,130619.9381,302
Fort Greene/Brooklyn Hts,Families,2009,Dollars,112889.0815,302
Fort Greene/Brooklyn Hts,All Households,2009,Dollars,79021.99873,302
Fort Greene/Brooklyn Hts,Families without Children,2008,Dollars,107459.0278,302
Fort Greene/Brooklyn Hts,Families with Children,2008,Dollars,88274.54948,302
Fort Greene/Brooklyn Hts,Families,2008,Dollars,94845.14701,302
Fort Greene/Brooklyn Hts,All Households,2008,Dollars,74015.63863,302
Fort Greene/Brooklyn Hts,Families without Children,2007,Dollars,87277.2981,302
Fort Greene/Brooklyn Hts,Families with Children,2007,Dollars,76329.62738,302
Fort Greene/Brooklyn Hts,Families,2007,Dollars,82223.10079,302
Fort Greene/Brooklyn Hts,All Households,2007,Dollars,79163.88378,302
Fort Greene/Brooklyn Hts,Families without Children,2006,Dollars,72502.30756,302
Fort Greene/Brooklyn Hts,Families with Children,2006,Dollars,87648.7424,302
Fort Greene/Brooklyn Hts,Families,2006,Dollars,77854.91222,302
Fort Greene/Brooklyn Hts,All Households,2006,Dollars,69850.79169,302
Fort Greene/Brooklyn Hts,Families with Children,2005,Dollars,78914.08505,302
Fort Greene/Brooklyn Hts,Families without Children,2005,Dollars,102552.6159,302
Fort Greene/Brooklyn Hts,Families,2005,Dollars,92793.0115,302
Fort Greene/Brooklyn Hts,All Households,2005,Dollars,67081.04043,302
Bedford Stuyvesant,All Households,2005,Dollars,40424.21053,303
Bedford Stuyvesant,Families,2005,Dollars,43924.12513,303
Bedford Stuyvesant,Families with Children,2005,Dollars,42316.55281,303
Bedford Stuyvesant,All Households,2006,Dollars,35079.83457,303
Bedford Stuyvesant,Families without Children,2005,Dollars,45337.47647,303
Bedford Stuyvesant,Families,2006,Dollars,39476.57157,303
Bedford Stuyvesant,Families with Children,2006,Dollars,32907.52363,303
Bedford Stuyvesant,Families without Children,2006,Dollars,46654.4767,303
Bedford Stuyvesant,All Households,2007,Dollars,38756.26231,303
Bedford Stuyvesant,Families,2007,Dollars,44611.41825,303
Bedford Stuyvesant,Families with Children,2007,Dollars,33498.1172,303
Bedford Stuyvesant,All Households,2008,Dollars,45945.37939,303
Bedford Stuyvesant,Families without Children,2007,Dollars,50032.7216,303
Bedford Stuyvesant,Families,2008,Dollars,48314.12741,303
Bedford Stuyvesant,Families with Children,2008,Dollars,36919.14006,303
Bedford Stuyvesant,Families without Children,2008,Dollars,57685.56118,303
Bedford Stuyvesant,All Households,2009,Dollars,36024.31313,303
Bedford Stuyvesant,Families,2009,Dollars,43667.78871,303
Bedford Stuyvesant,Families with Children,2009,Dollars,31478.12341,303
Bedford Stuyvesant,Families without Children,2009,Dollars,62041.27538,303
Bedford Stuyvesant,All Households,2010,Dollars,43460.83801,303
Bedford Stuyvesant,Families,2010,Dollars,49024.90637,303
Bedford Stuyvesant,Families with Children,2010,Dollars,33500.74438,303
Bedford Stuyvesant,Families without Children,2010,Dollars,54426.8118,303
Bedford Stuyvesant,All Households,2011,Dollars,36834.34493,303
Bedford Stuyvesant,Families,2011,Dollars,41864.97731,303
Bedford Stuyvesant,Families with Children,2011,Dollars,35126.70953,303
Bedford Stuyvesant,Families without Children,2011,Dollars,51396.52194,303
Bedford Stuyvesant,All Households,2012,Dollars,42504.89778,303
Bedford Stuyvesant,Families,2012,Dollars,47652.07111,303
Bedford Stuyvesant,Families with Children,2012,Dollars,39525.24889,303
Bedford Stuyvesant,Families without Children,2012,Dollars,52658.68444,303
Bedford Stuyvesant,All Households,2013,Dollars,40887.35036,303
Bedford Stuyvesant,Families,2013,Dollars,40835.68467,303
Bedford Stuyvesant,Families with Children,2013,Dollars,34392.86277,303
Bedford Stuyvesant,Families without Children,2013,Dollars,54583.1562,303
Bedford Stuyvesant,All Households,2014,Dollars,37485.69337,303
Bedford Stuyvesant,Families,2014,Dollars,42889.43583,303
Bedford Stuyvesant,Families with Children,2014,Dollars,34280.63307,303
Bedford Stuyvesant,All Households,2015,Dollars,42672.15821,303
Bedford Stuyvesant,Families without Children,2014,Dollars,53971.48579,303
Bedford Stuyvesant,Families,2015,Dollars,51689.16595,303
Bedford Stuyvesant,Families with Children,2015,Dollars,39707.85469,303
Bedford Stuyvesant,Families without Children,2015,Dollars,59610.88134,303
Bedford Stuyvesant,All Households,2016,Dollars,54797.05008,303
Bedford Stuyvesant,Families,2016,Dollars,59828.7691,303
Bedford Stuyvesant,Families with Children,2016,Dollars,43244.23175,303
Bedford Stuyvesant,Families,2017,Dollars,58562.95845,303
Bedford Stuyvesant,All Households,2017,Dollars,54135.69391,303
Bedford Stuyvesant,All Households,2018,Dollars,55992.41211,303
Bedford Stuyvesant,Families without Children,2016,Dollars,65219.51613,303
Bedford Stuyvesant,Families without Children,2017,Dollars,64574.44321,303
Bedford Stuyvesant,Families with Children,2017,Dollars,45652.45014,303
Bedford Stuyvesant,Families without Children,2019,Dollars,73065,303
Bedford Stuyvesant,Families with Children,2019,Dollars,45782,303
Bedford Stuyvesant,Families,2019,Dollars,62050,303
Bedford Stuyvesant,All Households,2019,Dollars,61186,303
Bedford Stuyvesant,Families without Children,2018,Dollars,71134.87966,303
Bedford Stuyvesant,Families with Children,2018,Dollars,46155.35695,303
Bedford Stuyvesant,Families,2018,Dollars,61531.99162,303
Bushwick,Families,2018,Dollars,47755.83829,304
Bushwick,Families with Children,2018,Dollars,36113.66009,304
Bushwick,Families without Children,2018,Dollars,53608.99811,304
Bushwick,All Households,2019,Dollars,66275,304
Bushwick,Families,2019,Dollars,61653,304
Bushwick,Families with Children,2019,Dollars,56129,304
Bushwick,Families without Children,2019,Dollars,66280,304
Bushwick,Families with Children,2017,Dollars,43732.40443,304
Bushwick,Families without Children,2017,Dollars,50919.27839,304
Bushwick,All Households,2018,Dollars,54327.78935,304
Bushwick,All Households,2017,Dollars,52830.98061,304
Bushwick,Families,2017,Dollars,48728.06925,304
Bushwick,Families without Children,2016,Dollars,53031.74024,304
Bushwick,Families with Children,2016,Dollars,37236.63837,304
Bushwick,Families,2016,Dollars,43793.9601,304
Bushwick,All Households,2016,Dollars,51595.62818,304
Bushwick,Families without Children,2015,Dollars,47410.51161,304
Bushwick,Families with Children,2015,Dollars,37674.81943,304
Bushwick,Families,2015,Dollars,44191.53912,304
Bushwick,All Households,2015,Dollars,46609.81513,304
Bushwick,Families with Children,2014,Dollars,36215.55986,304
Bushwick,Families without Children,2014,Dollars,46607.95435,304
Bushwick,Families,2014,Dollars,38833.65633,304
Bushwick,All Households,2014,Dollars,43761.77433,304
Bushwick,Families without Children,2013,Dollars,56730.03066,304
Bushwick,Families with Children,2013,Dollars,42016.30073,304
Bushwick,Families,2013,Dollars,50018.98686,304
Bushwick,All Households,2013,Dollars,47657.75474,304
Bushwick,Families without Children,2012,Dollars,44972.50667,304
Bushwick,Families with Children,2012,Dollars,30111.07556,304
Bushwick,Families,2012,Dollars,35105.41778,304
Bushwick,All Households,2012,Dollars,39074.56444,304
Bushwick,Families without Children,2011,Dollars,48264.90772,304
Bushwick,Families with Children,2011,Dollars,31049.57337,304
Bushwick,Families,2011,Dollars,38813.1059,304
Bushwick,Families without Children,2010,Dollars,49218.79682,304
Bushwick,All Households,2011,Dollars,38893.9879,304
Bushwick,Families with Children,2010,Dollars,39117.69195,304
Bushwick,Families,2010,Dollars,46050.74438,304
Bushwick,All Households,2010,Dollars,43537.2191,304
Bushwick,Families without Children,2009,Dollars,42779.09581,304
Bushwick,Families with Children,2009,Dollars,30984.8033,304
Bushwick,All Households,2009,Dollars,37960.56472,304
Bushwick,Families,2009,Dollars,37555.6361,304
Bushwick,Families without Children,2008,Dollars,50229.36137,304
Bushwick,Families with Children,2008,Dollars,42461.29624,304
Bushwick,Families,2008,Dollars,45143.09991,304
Bushwick,All Households,2008,Dollars,42904.09738,304
Bushwick,Families with Children,2007,Dollars,29909.87196,304
Bushwick,Families,2007,Dollars,39052.91366,304
Bushwick,Families without Children,2007,Dollars,53848.39954,304
Bushwick,All Households,2007,Dollars,38973.80663,304
Bushwick,Families without Children,2006,Dollars,44744.01249,304
Bushwick,Families with Children,2006,Dollars,34608.25625,304
Bushwick,Families,2006,Dollars,38698.658,304
Bushwick,Families without Children,2005,Dollars,45798.09516,304
Bushwick,All Households,2006,Dollars,35402.69413,304
Bushwick,Families with Children,2005,Dollars,28567.54444,304
Bushwick,Families,2005,Dollars,37054.21401,304
Bushwick,All Households,2005,Dollars,33484.7473,304
East New York,All Households,2005,Dollars,40518.69641,305
East New York,Families,2005,Dollars,48892.50784,305
East New York,Families with Children,2005,Dollars,46851.87522,305
East New York,All Households,2006,Dollars,35675.98076,305
East New York,Families without Children,2005,Dollars,58010.39561,305
East New York,Families,2006,Dollars,44244.46995,305
East New York,Families with Children,2006,Dollars,39416.82984,305
East New York,Families without Children,2006,Dollars,54625.54862,305
East New York,All Households,2007,Dollars,40010.8503,305
East New York,Families without Children,2007,Dollars,56151.15561,305
East New York,Families with Children,2007,Dollars,39375.522,305
East New York,Families,2007,Dollars,50439.38116,305
East New York,All Households,2008,Dollars,42830.29719,305
East New York,Families,2008,Dollars,47449.951,305
East New York,Families with Children,2008,Dollars,44924.07999,305
East New York,Families without Children,2008,Dollars,53371.82106,305
East New York,All Households,2009,Dollars,39835.89784,305
East New York,Families with Children,2009,Dollars,36658.58185,305
East New York,Families,2009,Dollars,44458.53426,305
East New York,Families without Children,2009,Dollars,55795.34105,305
East New York,All Households,2010,Dollars,37091.83052,305
East New York,Families,2010,Dollars,41184.68165,305
East New York,Families with Children,2010,Dollars,35337.41573,305
East New York,Families without Children,2010,Dollars,50027.26124,305
East New York,Families,2011,Dollars,38178.58094,305
East New York,All Households,2011,Dollars,34012.5885,305
East New York,Families with Children,2011,Dollars,34840.77458,305
East New York,Families without Children,2011,Dollars,41020.84266,305
East New York,All Households,2012,Dollars,37575.25778,305
East New York,Families,2012,Dollars,44153.68889,305
East New York,Families with Children,2012,Dollars,35227.01333,305
East New York,Families without Children,2012,Dollars,54134.56444,305
East New York,All Households,2013,Dollars,40610.33431,305
East New York,Families,2013,Dollars,46226.50511,305
East New York,Families with Children,2013,Dollars,39719.92555,305
East New York,Families without Children,2013,Dollars,54133.55474,305
East New York,All Households,2014,Dollars,35667.51077,305
East New York,Families,2014,Dollars,42032.23084,305
East New York,Families without Children,2014,Dollars,49558.98794,305
East New York,Families with Children,2014,Dollars,35361.59776,305
East New York,All Households,2015,Dollars,37875.5331,305
East New York,Families,2015,Dollars,46452.26569,305
East New York,Families with Children,2015,Dollars,43448.03525,305
East New York,Families without Children,2015,Dollars,49934.53998,305
East New York,All Households,2016,Dollars,40356.02716,305
East New York,Families,2016,Dollars,45441.01443,305
East New York,Families without Children,2016,Dollars,54516.85908,305
East New York,Families with Children,2016,Dollars,39079.71986,305
East New York,Families,2017,Dollars,50820.19945,305
East New York,All Households,2017,Dollars,38365.45429,305
East New York,All Households,2018,Dollars,42121.57382,305
East New York,Families without Children,2017,Dollars,59208.53601,305
East New York,Families with Children,2017,Dollars,42794.80471,305
East New York,Families without Children,2019,Dollars,58357,305
East New York,Families with Children,2019,Dollars,46386,305
East New York,Families,2019,Dollars,51274,305
East New York,All Households,2019,Dollars,45991,305
East New York,Families without Children,2018,Dollars,66989.10357,305
East New York,Families with Children,2018,Dollars,47294.63088,305
East New York,Families,2018,Dollars,55259.36723,305
Park Slope,Families,2018,Dollars,162301.229,306
Park Slope,Families with Children,2018,Dollars,182627.953,306
Park Slope,Families without Children,2018,Dollars,142316.5928,306
Park Slope,All Households,2019,Dollars,155250,306
Park Slope,Families,2019,Dollars,191442,306
Park Slope,Families with Children,2019,Dollars,203243,306
Park Slope,Families without Children,2019,Dollars,178700,306
Park Slope,Families with Children,2017,Dollars,201794.6136,306
Park Slope,Families without Children,2017,Dollars,152764.0928,306
Park Slope,All Households,2018,Dollars,124868.0882,306
Park Slope,All Households,2017,Dollars,140591.9834,306
Park Slope,Families,2017,Dollars,171035.2936,306
Park Slope,Families without Children,2016,Dollars,129704.9958,306
Park Slope,Families,2016,Dollars,152072.3345,306
Park Slope,Families with Children,2016,Dollars,178839.6307,306
Park Slope,All Households,2016,Dollars,110662.6613,306
Park Slope,Families without Children,2015,Dollars,141819.3164,306
Park Slope,Families with Children,2015,Dollars,178670.7782,306
Park Slope,Families,2015,Dollars,157619.583,306
Park Slope,All Households,2015,Dollars,120287.9192,306
Park Slope,Families with Children,2014,Dollars,178141.8992,306
Park Slope,Families without Children,2014,Dollars,129098.5314,306
Park Slope,Families,2014,Dollars,158072.7089,306
Park Slope,All Households,2014,Dollars,122197.6529,306
Park Slope,Families without Children,2013,Dollars,110872.3796,306
Park Slope,Families with Children,2013,Dollars,181188.2891,306
Park Slope,Families,2013,Dollars,145117.9402,306
Park Slope,All Households,2013,Dollars,111893.6015,306
Park Slope,Families without Children,2012,Dollars,104955.9289,306
Park Slope,Families with Children,2012,Dollars,144816.96,306
Park Slope,Families,2012,Dollars,117389.9111,306
Park Slope,All Households,2012,Dollars,97215.08889,306
Park Slope,Families without Children,2011,Dollars,114987.9985,306
Park Slope,Families with Children,2011,Dollars,139006.534,306
Park Slope,All Households,2011,Dollars,99442.70651,306
Park Slope,Families,2011,Dollars,126301.2254,306
Park Slope,Families without Children,2010,Dollars,110103.9232,306
Park Slope,Families with Children,2010,Dollars,139404.883,306
Park Slope,Families,2010,Dollars,119438.867,306
Park Slope,All Households,2010,Dollars,97463.44101,306
Park Slope,Families without Children,2009,Dollars,129167.4508,306
Park Slope,Families,2009,Dollars,132787.9188,306
Park Slope,Families with Children,2009,Dollars,135887.5936,306
Park Slope,All Households,2009,Dollars,107814.9318,306
Park Slope,Families without Children,2008,Dollars,123543.8982,306
Park Slope,Families with Children,2008,Dollars,137137.417,306
Park Slope,Families,2008,Dollars,128250.4458,306
Park Slope,All Households,2008,Dollars,96802.04236,306
Park Slope,Families,2007,Dollars,126556.4084,306
Park Slope,Families with Children,2007,Dollars,159005.1215,306
Park Slope,Families without Children,2007,Dollars,101163.0532,306
Park Slope,All Households,2007,Dollars,94302.99081,306
Park Slope,Families without Children,2006,Dollars,115883.7002,306
Park Slope,Families with Children,2006,Dollars,103266.7556,306
Park Slope,Families,2006,Dollars,107607.5642,306
Park Slope,All Households,2006,Dollars,94322.02059,306
Park Slope,Families with Children,2005,Dollars,135003.2677,306
Park Slope,Families without Children,2005,Dollars,113785.9376,306
Park Slope,Families,2005,Dollars,122381.5284,306
Park Slope,All Households,2005,Dollars,92972.79714,306
Sunset Park,All Households,2005,Dollars,49662.83025,307
Sunset Park,Families,2005,Dollars,45636.68177,307
Sunset Park,Families with Children,2005,Dollars,41311.32799,307
Sunset Park,All Households,2006,Dollars,59572.67218,307
Sunset Park,Families without Children,2005,Dollars,52540.71279,307
Sunset Park,Families,2006,Dollars,60804.36867,307
Sunset Park,Families with Children,2006,Dollars,51668.9686,307
Sunset Park,Families without Children,2006,Dollars,64046.94632,307
Sunset Park,All Households,2007,Dollars,47697.8283,307
Sunset Park,Families without Children,2007,Dollars,59610.85194,307
Sunset Park,Families with Children,2007,Dollars,43573.13854,307
Sunset Park,Families,2007,Dollars,49209.51412,307
Sunset Park,All Households,2008,Dollars,52262.43756,307
Sunset Park,Families,2008,Dollars,53324.20803,307
Sunset Park,Families with Children,2008,Dollars,47402.33797,307
Sunset Park,Families without Children,2008,Dollars,68494.90831,307
Sunset Park,All Households,2009,Dollars,46755.51872,307
Sunset Park,Families,2009,Dollars,48999.94607,307
Sunset Park,Families without Children,2009,Dollars,59611.70368,307
Sunset Park,Families with Children,2009,Dollars,38142.12563,307
Sunset Park,All Households,2010,Dollars,47476.13296,307
Sunset Park,Families,2010,Dollars,45474.9485,307
Sunset Park,Families with Children,2010,Dollars,38573.6236,307
Sunset Park,Families without Children,2010,Dollars,50046.06273,307
Sunset Park,All Households,2011,Dollars,48465.40393,307
Sunset Park,Families with Children,2011,Dollars,40167.59455,307
Sunset Park,Families,2011,Dollars,47926.57035,307
Sunset Park,Families without Children,2011,Dollars,59630.53707,307
Sunset Park,All Households,2012,Dollars,46206.31111,307
Sunset Park,Families,2012,Dollars,44753.85778,307
Sunset Park,Families with Children,2012,Dollars,35229.24444,307
Sunset Park,Families without Children,2012,Dollars,50696.42222,307
Sunset Park,Families,2013,Dollars,46955.32117,307
Sunset Park,All Households,2013,Dollars,49549.59854,307
Sunset Park,Families with Children,2013,Dollars,39215.36058,307
Sunset Park,Families without Children,2013,Dollars,55440.58686,307
Sunset Park,All Households,2014,Dollars,51941.43411,307
Sunset Park,Families,2014,Dollars,49569.79759,307
Sunset Park,Families with Children,2014,Dollars,45904.24634,307
Sunset Park,All Households,2015,Dollars,48799.32072,307
Sunset Park,Families without Children,2014,Dollars,52017.10164,307
Sunset Park,Families,2015,Dollars,44246.57352,307
Sunset Park,Families with Children,2015,Dollars,37046.77988,307
Sunset Park,Families without Children,2015,Dollars,52310.73087,307
Sunset Park,All Households,2016,Dollars,56746.66808,307
Sunset Park,Families,2016,Dollars,53162.78014,307
Sunset Park,Families without Children,2016,Dollars,67384.33786,307
Sunset Park,Families with Children,2016,Dollars,48084.18506,307
Sunset Park,Families,2017,Dollars,57627.4446,307
Sunset Park,All Households,2017,Dollars,59225.22299,307
Sunset Park,All Households,2018,Dollars,63589.6079,307
Sunset Park,Families without Children,2017,Dollars,58381.48753,307
Sunset Park,Families with Children,2017,Dollars,54026.1856,307
Sunset Park,Families without Children,2019,Dollars,85443,307
Sunset Park,Families with Children,2019,Dollars,58391,307
